transcript	gencode_gene	gencode_gene_id	gnomad_gene	chr	gnomad_transcript_start	gnomad_transcript_end	gnomad_cds_start	gnomad_cds_end	strand
ENST00000206513	CEBPE	ENSG00000092067	CEBPE	14	23586513	23588825	23586699	23588300	-
ENST00000206542	OSGEP	ENSG00000092094	OSGEP	14	20914570	20923264	20915402	20922842	-
ENST00000206595	G2E3	ENSG00000092140	G2E3	14	31028329	31089269	31050286	31085737	+
ENST00000206765	TGM1	ENSG00000092295	TGM1	14	24718320	24733638	24718522	24731558	-
ENST00000207157	TBX15	ENSG00000092607	TBX15	1	119425669	119532179	119427358	119474342	-
ENST00000207457	TEKT2	ENSG00000092850	TEKT2	1	36549676	36553876	36550523	36553784	+
ENST00000207549	UNC13D	ENSG00000092929	UNC13D	17	73823306	73840798	73824049	73840418	-
ENST00000207870	XYLB	ENSG00000093217	XYLB	3	38388251	38462839	38388360	38454501	+
ENST00000209540	OR1I1	ENSG00000094661	OR1I1	19	15197791	15199032	15197877	15198941	+
ENST00000209668	ADH1A	ENSG00000187758	ADH1A	4	100197524	100212185	100197784	100212071	-
ENST00000209718	KRT23	ENSG00000108244	KRT23	17	39078948	39093886	39079244	39092855	-
ENST00000209728	CDC6	ENSG00000094804	CDC6	17	38443885	38459171	38445673	38458250	+
ENST00000209873	AAAS	ENSG00000094914	AAAS	12	53701240	53718648	53701276	53715249	-
ENST00000209875	CBX5	ENSG00000094916	CBX5	12	54624724	54673886	54635542	54651434	-
ENST00000209884	KLHL20	ENSG00000076321	KLHL20	1	173684080	173755840	173685183	173754382	+
ENST00000210060	DHPS	ENSG00000095059	DHPS	19	12786531	12792716	12786655	12792580	-
ENST00000210187	RAB26	ENSG00000167964	RAB26	16	2190804	2204166	2198785	2203419	+
ENST00000210313	PSMD5	ENSG00000095261	PSMD5	9	123577774	123605262	123580187	123605187	-
ENST00000210633	SEMA4G	ENSG00000095539	SEMA4G	10	102729275	102745628	102732670	102743885	+
ENST00000211076	TPSD1	ENSG00000095917	TPSD1	16	1306060	1308532	1306282	1308374	+
ENST00000211122	GSTA3	ENSG00000174156	GSTA3	6	52761437	52774483	52761607	52770632	-
ENST00000211287	MAPK13	ENSG00000156711	MAPK13	6	36095586	36107842	36098360	36107147	+
ENST00000211314	TMEM14A	ENSG00000096092	TMEM14A	6	52535907	52551386	52541901	52550844	+
ENST00000211413	PRRT1	ENSG00000204314	PRRT1	6	32116136	32122150	32117002	32119604	-
ENST00000211936	ZNF184	ENSG00000096654	ZNF184	6	27418522	27440897	27419085	27440073	-
ENST00000211998	VCL	ENSG00000035403	VCL	10	75757872	75879918	75757966	75877924	+
ENST00000212015	SIRT1	ENSG00000096717	SIRT1	10	69644427	69678147	69644480	69676347	+
ENST00000212355	TGFBR3	ENSG00000069702	TGFBR3	1	92145902	92371892	92149299	92327088	-
ENST00000214869	TMED1	ENSG00000099203	TMED1	19	10943114	10946994	10943674	10946867	-
ENST00000215057	MZF1	ENSG00000099326	MZF1	19	59073298	59084942	59073442	59082756	-
ENST00000215061	OCEL1	ENSG00000099330	OCEL1	19	17337013	17340028	17337057	17339731	+
ENST00000215071	PSMD8	ENSG00000099341	PSMD8	19	38865176	38874464	38865242	38874027	+
ENST00000215095	STX1B	ENSG00000099365	STX1B	16	31000577	31021949	31004145	31021717	-
ENST00000215115	BCL7C	ENSG00000099385	BCL7C	16	30844947	30906281	30899189	30905265	-
ENST00000215368	EFNA2	ENSG00000099617	EFNA2	19	1286153	1301430	1286168	1299941	+
ENST00000215375	ATP5D	ENSG00000099624	ATP5D	19	1241749	1244824	1241850	1244433	+
ENST00000215479	AMELY	ENSG00000099721	AMELY	Y	6733959	6742068	6734117	6740649	-
ENST00000215530	FGF22	ENSG00000070388	FGF22	19	639879	643703	639926	643601	+
ENST00000215531	C19orf77	ENSG00000095932	C19orf77	19	3474405	3480540	3474844	3480461	-
ENST00000215565	NDUFB7	ENSG00000099795	NDUFB7	19	14676890	14682874	14676948	14682812	-
ENST00000215567	TECR	ENSG00000099797	TECR	19	14627897	14676792	14640509	14676680	+
ENST00000215570	TIMM13	ENSG00000099800	TIMM13	19	2425622	2427892	2426949	2427531	-
ENST00000215574	CDC34	ENSG00000099804	CDC34	19	531714	542097	531932	541549	+
ENST00000215582	MISP	ENSG00000099812	MISP	19	751126	764319	756947	763587	+
ENST00000215587	POLR2E	ENSG00000099817	POLR2E	19	1086594	1095598	1089488	1095314	-
ENST00000215631	GADD45B	ENSG00000099860	GADD45B	19	2476120	2478257	2476357	2477596	+
ENST00000215637	MADCAM1	ENSG00000099866	MADCAM1	19	489176	505347	496500	504962	+
ENST00000215659	MAPK12	ENSG00000188130	MAPK12	22	50683879	50700254	50691833	50699938	-
ENST00000215727	SERPIND1	ENSG00000099937	SERPIND1	22	21128167	21142008	21133601	21141351	+
ENST00000215730	SNAP29	ENSG00000099940	SNAP29	22	21213271	21245506	21213399	21242121	+
ENST00000215739	LZTR1	ENSG00000099949	LZTR1	22	21333751	21353327	21336661	21351634	+
ENST00000215742	THAP7	ENSG00000184436	THAP7	22	21353393	21356485	21354172	21356200	-
ENST00000215743	MMP11	ENSG00000099953	MMP11	22	24110413	24126503	24115058	24125728	+
ENST00000215754	MIF	ENSG00000240972	MIF	22	24236191	24237414	24236662	24237290	+
ENST00000215770	DDTL	ENSG00000099974	DDTL	22	24309089	24314721	24309103	24313592	+
ENST00000215780	GSTT2	ENSG00000099984	GSTT2	22	24322339	24326106	24322389	24325794	+
ENST00000215781	OSM	ENSG00000099985	OSM	22	30658818	30662829	30659875	30662788	-
ENST00000215793	SF3A1	ENSG00000099995	SF3A1	22	30727977	30752936	30730586	30752781	-
ENST00000215794	USP18	ENSG00000184979	USP18	22	18632666	18660164	18640431	18659581	+
ENST00000215812	SEC14L3	ENSG00000100012	SEC14L3	22	30843946	30868036	30856011	30867945	-
ENST00000215829	SNRPD3	ENSG00000100028	SNRPD3	22	24951471	25005947	24953643	24967942	+
ENST00000215832	MAPK1	ENSG00000100030	MAPK1	22	22108789	22221970	22123496	22221730	-
ENST00000215838	TCN2	ENSG00000185339	TCN2	22	31002825	31023265	31003319	31022505	+
ENST00000215855	CRYBB3	ENSG00000100053	CRYBB3	22	25595817	25603330	25597364	25603176	+
ENST00000215862	MORC2	ENSG00000133422	MORC2	22	31321117	31364284	31322793	31346402	-
ENST00000215882	SLC25A1	ENSG00000100075	SLC25A1	22	19163095	19166343	19163646	19166186	-
ENST00000215885	PLA2G3	ENSG00000100078	PLA2G3	22	31530795	31536593	31531712	31536340	-
ENST00000215886	LGALS2	ENSG00000100079	LGALS2	22	37966255	37978623	37966273	37975912	-
ENST00000215904	PDXP	ENSG00000241360	PDXP	22	38054734	38062941	38054790	38061875	+
ENST00000215906	ASPHD2	ENSG00000128203	ASPHD2	22	26825239	26840981	26829582	26839169	+
ENST00000215909	LGALS1	ENSG00000100097	LGALS1	22	38071615	38075813	38071710	38075753	+
ENST00000215912	PIK3IP1	ENSG00000100100	PIK3IP1	22	31677579	31688520	31679073	31688330	-
ENST00000215917	SRRD	ENSG00000100104	SRRD	22	26879843	26890624	26879857	26887635	+
ENST00000215939	CRYBB1	ENSG00000100122	CRYBB1	22	26995242	27014052	26995457	27012283	-
ENST00000215941	ANKRD54	ENSG00000100124	ANKRD54	22	38226862	38245334	38227953	38240245	-
ENST00000215957	MICALL1	ENSG00000100139	MICALL1	22	38301664	38338829	38302430	38336834	+
ENST00000215980	CENPM	ENSG00000100162	CENPM	22	42334725	42343168	42335063	42343080	-
ENST00000216024	DMC1	ENSG00000100206	DMC1	22	38914954	38966291	38916028	38964261	-
ENST00000216027	HSCB	ENSG00000100209	HSCB	22	29138019	29153503	29138084	29153154	+
ENST00000216034	TOMM22	ENSG00000100216	TOMM22	22	39077953	39080818	39077984	39079843	+
ENST00000216036	RTDR1	ENSG00000100218	RTDR1	22	23401593	23487208	23401643	23482607	-
ENST00000216037	XBP1	ENSG00000100219	XBP1	22	29190543	29196585	29191537	29196512	-
ENST00000216038	RTCB	ENSG00000100220	RTCB	22	32783569	32808242	32783982	32808143	-
ENST00000216039	JOSD1	ENSG00000100221	JOSD1	22	39081548	39097561	39083910	39095992	-
ENST00000216044	GTPBP1	ENSG00000100226	GTPBP1	22	39101728	39134304	39101961	39126706	+
ENST00000216068	DNAL4	ENSG00000100246	DNAL4	22	39174513	39190203	39175457	39178736	-
ENST00000216071	C22orf31	ENSG00000100249	C22orf31	22	29454660	29457832	29454733	29457780	-
ENST00000216075	MIOX	ENSG00000100253	MIOX	22	50925213	50929077	50925327	50928282	+
ENST00000216085	RHBDD3	ENSG00000100263	RHBDD3	22	29655841	29664198	29656052	29661615	-
ENST00000216099	APOBEC3D	ENSG00000243811	APOBEC3D	22	39410368	39429281	39417525	39428318	+
ENST00000216101	RASL10A	ENSG00000100276	RASL10A	22	29708922	29715668	29709293	29711235	-
ENST00000216106	HMGXB4	ENSG00000100281	HMGXB4	22	35653445	35691800	35658384	35689641	+
ENST00000216115	BIK	ENSG00000100290	BIK	22	43506754	43525718	43520029	43525308	+
ENST00000216117	HMOX1	ENSG00000100292	HMOX1	22	35776354	35790207	35777167	35789588	+
ENST00000216121	NIPSNAP1	ENSG00000184117	NIPSNAP1	22	29950797	29977326	29951927	29977071	-
ENST00000216122	MCM5	ENSG00000100297	MCM5	22	35796056	35821423	35796432	35820245	+
ENST00000216124	ARSA	ENSG00000100299	ARSA	22	51061182	51066607	51063576	51066207	-
ENST00000216127	RASD2	ENSG00000100302	RASD2	22	35936915	35950048	35942857	35948076	+
ENST00000216129	TTLL12	ENSG00000100304	TTLL12	22	43562628	43583139	43564017	43583075	-
ENST00000216133	CBX7	ENSG00000100307	CBX7	22	39516172	39548679	39529899	39548449	-
ENST00000216139	ACR	ENSG00000100312	ACR	22	51176624	51183762	51176664	51183632	+
ENST00000216144	CABP7	ENSG00000100314	CABP7	22	30116073	30127828	30116414	30125555	+
ENST00000216146	RPL3	ENSG00000100316	RPL3	22	39708887	39716394	39708948	39715602	-
ENST00000216160	TAB1	ENSG00000100324	TAB1	22	39795746	39833065	39795808	39826224	+
ENST00000216177	PNPLA5	ENSG00000100341	PNPLA5	22	44275558	44287893	44276678	44287760	-
ENST00000216180	PNPLA3	ENSG00000100344	PNPLA3	22	44319619	44360368	44319792	44342259	+
ENST00000216181	MYH9	ENSG00000100345	MYH9	22	36677327	36784063	36678717	36745281	-
ENST00000216185	TXN2	ENSG00000100348	TXN2	22	36863083	36878077	36863854	36876884	-
ENST00000216190	EIF3D	ENSG00000100353	EIF3D	22	36906897	36925483	36907037	36922168	-
ENST00000216194	ADSL	ENSG00000239900	ADSL	22	40742507	40786467	40742563	40762523	+
ENST00000216200	PVALB	ENSG00000100362	PVALB	22	37196728	37215523	37196937	37213049	-
ENST00000216211	UPK3A	ENSG00000100373	UPK3A	22	45680863	45691755	45680895	45691597	+
ENST00000216214	FAM118A	ENSG00000100376	FAM118A	22	45704849	45737836	45718261	45736283	+
ENST00000216218	ST13	ENSG00000100380	ST13	22	41220539	41253026	41222545	41252544	-
ENST00000216223	IL2RB	ENSG00000100385	IL2RB	22	37521878	37571094	37524139	37540212	-
ENST00000216225	RBX1	ENSG00000100387	RBX1	22	41347351	41369313	41347403	41368489	+
ENST00000216237	L3MBTL2	ENSG00000100395	L3MBTL2	22	41601209	41627275	41601367	41626252	+
ENST00000216241	CHADL	ENSG00000100399	CHADL	22	41625517	41636938	41625711	41636885	-
ENST00000216252	PHF5A	ENSG00000100410	PHF5A	22	41855721	41864729	41856405	41864657	-
ENST00000216254	ACO2	ENSG00000100412	ACO2	22	41865129	41924993	41865151	41924614	+
ENST00000216259	PMM1	ENSG00000100417	PMM1	22	41972898	41985894	41973325	41985809	-
ENST00000216264	CERK	ENSG00000100422	CERK	22	47080308	47134158	47083034	47134045	-
ENST00000216267	BRD1	ENSG00000100425	BRD1	22	50166931	50221160	50167884	50217965	-
ENST00000216268	ZBED4	ENSG00000100426	ZBED4	22	50247490	50283726	50277311	50280823	+
ENST00000216271	HDAC10	ENSG00000100429	HDAC10	22	50683612	50689834	50683939	50689461	-
ENST00000216274	RIPK3	ENSG00000129465	RIPK3	14	24805227	24809251	24805384	24809032	-
ENST00000216277	PAPOLA	ENSG00000090060	PAPOLA	14	96967770	97033448	96968930	97031384	+
ENST00000216286	NID2	ENSG00000087303	NID2	14	52471521	52535712	52472207	52535712	-
ENST00000216294	SNAPC1	ENSG00000023608	SNAPC1	14	62229075	62263146	62229179	62261698	+
ENST00000216297	SUPT16H	ENSG00000092201	SUPT16H	14	21819631	21852425	21820835	21852086	-
ENST00000216330	FKBP3	ENSG00000100442	FKBP3	14	45584803	45604522	45585404	45603659	-
ENST00000216336	CTSG	ENSG00000100448	CTSG	14	25042728	25045466	25042846	25045429	-
ENST00000216338	GZMH	ENSG00000100450	GZMH	14	25075686	25078905	25075812	25078819	-
ENST00000216341	GZMB	ENSG00000100453	GZMB	14	25100160	25103473	25100280	25103366	-
ENST00000216366	AP4S1	ENSG00000100478	AP4S1	14	31494312	31562818	31535403	31554085	+
ENST00000216367	POLE2	ENSG00000100479	POLE2	14	50110273	50155140	50110373	50154921	-
ENST00000216373	SOS2	ENSG00000100485	SOS2	14	50583847	50698276	50585065	50698001	-
ENST00000216392	PYGL	ENSG00000100504	PYGL	14	51324609	51411454	51372113	51411121	-
ENST00000216410	GNPNAT1	ENSG00000100522	GNPNAT1	14	53241912	53258386	53245032	53251368	-
ENST00000216416	CNIH1	ENSG00000100528	CNIH1	14	54893654	54908149	54894535	54908045	-
ENST00000216420	CGRRF1	ENSG00000100532	CGRRF1	14	54976530	55005567	54976678	55005098	+
ENST00000216442	ATP6V1D	ENSG00000100554	ATP6V1D	14	67761088	67826982	67805341	67826415	-
ENST00000216445	C14orf105	ENSG00000100557	C14orf105	14	57936019	57960585	57938076	57960433	-
ENST00000216446	PLEK2	ENSG00000100558	PLEK2	14	67853700	67878917	67854049	67878776	-
ENST00000216452	PIGH	ENSG00000100564	PIGH	14	68048672	68067004	68056800	68066920	-
ENST00000216455	PSMA3	ENSG00000100567	PSMA3	14	58711549	58738730	58711639	58738610	+
ENST00000216465	GSTZ1	ENSG00000100577	GSTZ1	14	77787227	77797940	77787512	77797535	+
ENST00000216468	TMED8	ENSG00000100580	TMED8	14	77801364	77843452	77808117	77843396	-
ENST00000216471	SAMD15	ENSG00000100583	SAMD15	14	77843032	77857840	77843762	77857584	+
ENST00000216479	AHSA1	ENSG00000100591	AHSA1	14	77924213	77935817	77924533	77935589	+
ENST00000216484	SPTLC2	ENSG00000100596	SPTLC2	14	77972340	78083116	77978630	78082922	-
ENST00000216487	RIN3	ENSG00000100599	RIN3	14	92980118	93155339	92980277	93154594	+
ENST00000216489	ALKBH1	ENSG00000100601	ALKBH1	14	78138747	78174363	78140158	78174347	-
ENST00000216492	CHGA	ENSG00000100604	CHGA	14	93389425	93401638	93389705	93401226	+
ENST00000216500	DHRS7	ENSG00000100612	DHRS7	14	60610838	60636574	60611687	60632027	-
ENST00000216513	SIX4	ENSG00000100625	SIX4	14	61176246	61191066	61180128	61190792	-
ENST00000216540	SLC10A1	ENSG00000100652	SLC10A1	14	70242134	70264006	70243002	70263872	-
ENST00000216554	EIF5	ENSG00000100664	EIF5	14	103799881	103811362	103802198	103807386	+
ENST00000216602	ZFYVE21	ENSG00000100711	ZFYVE21	14	104182067	104200005	104182179	104199352	+
ENST00000216605	MTHFD1	ENSG00000100714	MTHFD1	14	64854749	64926722	64855146	64925018	+
ENST00000216629	BDKRB1	ENSG00000100739	BDKRB1	14	96722161	96735304	96730020	96731078	+
ENST00000216639	VRK1	ENSG00000100749	VRK1	14	97263641	97398059	97299809	97347542	+
ENST00000216714	APEX1	ENSG00000100823	APEX1	14	20923350	20925927	20923805	20925664	+
ENST00000216727	PABPN1	ENSG00000100836	PABPN1	14	23790498	23795394	23790679	23794492	+
ENST00000216733	EFS	ENSG00000100842	EFS	14	23825611	23834961	23826438	23834234	-
ENST00000216780	PCK2	ENSG00000100889	PCK2	14	24563262	24579807	24563615	24573170	+
ENST00000216797	NFKBIA	ENSG00000100906	NFKBIA	14	35870717	35873955	35871222	35873850	-
ENST00000216802	PSME2	ENSG00000100911	PSME2	14	24612574	24616779	24612621	24615790	-
ENST00000216807	BRMS1L	ENSG00000100916	BRMS1L	14	36295524	36401531	36295723	36339680	+
ENST00000216832	PNN	ENSG00000100941	PNN	14	39644387	39652422	39644484	39651064	+
ENST00000216862	CYP24A1	ENSG00000019186	CYP24A1	20	52769988	52790512	52773721	52790118	-
ENST00000216923	ZFP64	ENSG00000020256	ZFP64	20	50668202	50820847	50768688	50808175	-
ENST00000216951	GSS	ENSG00000100983	GSS	20	33516236	33543620	33516634	33539655	-
ENST00000216962	PYGB	ENSG00000100994	PYGB	20	25228705	25278650	25228815	25277155	+
ENST00000216968	PROCR	ENSG00000101000	PROCR	20	33759876	33765165	33759958	33764613	+
ENST00000217026	MYBL2	ENSG00000101057	MYBL2	20	42295754	42345136	42295924	42344724	+
ENST00000217043	R3HDML	ENSG00000101074	R3HDML	20	42965626	42979875	42965798	42979429	+
ENST00000217086	SALL4	ENSG00000101115	SALL4	20	50400581	50419059	50400807	50418947	-
ENST00000217109	CSTF1	ENSG00000101138	CSTF1	20	54967427	54979518	54970609	54978780	+
ENST00000217121	TPD52L2	ENSG00000101150	TPD52L2	20	62496596	62522898	62496719	62521295	+
ENST00000217131	CTSZ	ENSG00000101160	CTSZ	20	57570240	57582302	57570707	57582183	-
ENST00000217133	TUBB1	ENSG00000101162	TUBB1	20	57594309	57601709	57594578	57599835	+
ENST00000217159	SLCO4A1	ENSG00000101187	SLCO4A1	20	61273797	61317137	61287807	61303242	+
ENST00000217169	BIRC7	ENSG00000101197	BIRC7	20	61867235	61871859	61867449	61870954	+
ENST00000217173	UBOX5	ENSG00000185019	UBOX5	20	3088219	3140842	3090755	3104011	-
ENST00000217182	EEF1A2	ENSG00000101210	EEF1A2	20	62119366	62130505	62119654	62129116	-
ENST00000217185	PTK6	ENSG00000101213	PTK6	20	62159778	62168723	62160892	62168667	-
ENST00000217188	SRMS	ENSG00000125508	SRMS	20	62172163	62178857	62172174	62178816	-
ENST00000217195	C20orf27	ENSG00000101220	C20orf27	20	3734155	3749034	3734708	3740747	-
ENST00000217233	TRIB3	ENSG00000101255	TRIB3	20	361261	378203	368655	377331	+
ENST00000217244	CSNK2A1	ENSG00000101266	CSNK2A1	20	459116	524465	464608	489195	-
ENST00000217246	MACROD2	ENSG00000172264	MACROD2	20	13976015	16033842	13976410	16030518	+
ENST00000217254	SLC52A3	ENSG00000101276	SLC52A3	20	740724	749131	741673	746418	-
ENST00000217260	RSPO4	ENSG00000101282	RSPO4	20	939095	982907	941003	982807	-
ENST00000217289	FERMT1	ENSG00000101311	FERMT1	20	6055492	6104191	6057823	6100201	-
ENST00000217305	PDYN	ENSG00000101327	PDYN	20	1959403	1974732	1960972	1963730	-
ENST00000217320	TLDC2	ENSG00000101342	TLDC2	20	35504524	35522638	35504578	35517786	+
ENST00000217381	SNTA1	ENSG00000101400	SNTA1	20	31995761	32031698	31996316	32031426	-
ENST00000217386	OXT	ENSG00000101405	OXT	20	3052266	3053163	3052302	3053061	+
ENST00000217402	CHMP4B	ENSG00000101421	CHMP4B	20	32399110	32442172	32399275	32441363	+
ENST00000217407	LBP	ENSG00000129988	LBP	20	36974759	37005665	36974920	37005308	+
ENST00000217420	SLC32A1	ENSG00000101438	SLC32A1	20	37353105	37358015	37353368	37357279	+
ENST00000217423	CST4	ENSG00000101441	CST4	20	23666277	23669677	23666534	23669606	-
ENST00000217426	AHCY	ENSG00000101444	AHCY	20	32868074	32899608	32868843	32891076	-
ENST00000217428	SPINT3	ENSG00000101446	SPINT3	20	44141101	44144264	44141294	44144248	-
ENST00000217429	FAM83D	ENSG00000101447	FAM83D	20	37554955	37581703	37554996	37581160	+
ENST00000217446	PIGU	ENSG00000101464	PIGU	20	33148346	33264910	33148673	33264889	-
ENST00000217455	ACOT8	ENSG00000101473	ACOT8	20	44470360	44486045	44470480	44485954	-
ENST00000217456	APMAP	ENSG00000101474	APMAP	20	24943561	24973615	24944452	24973324	-
ENST00000217515	TXNL1	ENSG00000091164	TXNL1	18	54264439	54318831	54270261	54305671	-
ENST00000217652	MYL12A	ENSG00000101608	MYL12A	18	3247479	3256234	3253246	3255913	+
ENST00000217740	RNF125	ENSG00000101695	RNF125	18	29598335	29653176	29598827	29648344	+
ENST00000217901	IDH3G	ENSG00000067829	IDH3G	X	153051221	153059978	153051330	153059781	-
ENST00000217909	SLC25A43	ENSG00000077713	SLC25A43	X	118533023	118588441	118533367	118587025	+
ENST00000217926	H2BFWT	ENSG00000123569	H2BFWT	X	103265719	103268259	103267287	103268232	-
ENST00000217939	MXRA5	ENSG00000101825	MXRA5	X	3226606	3264682	3227760	3261874	-
ENST00000217958	PSMD10	ENSG00000101843	PSMD10	X	107327437	107334848	107328207	107334750	-
ENST00000217961	STS	ENSG00000101846	STS	X	7137497	7272851	7137717	7268299	+
ENST00000217964	TBL1X	ENSG00000101849	TBL1X	X	9431335	9687780	9621627	9684283	+
ENST00000217971	PGRMC1	ENSG00000101856	PGRMC1	X	118370216	118378429	118370327	118377214	+
ENST00000217999	RHOXF1	ENSG00000101883	RHOXF1	X	119243011	119249847	119243153	119249772	-
ENST00000218004	NXT2	ENSG00000101888	NXT2	X	108779010	108787919	108779112	108785914	+
ENST00000218006	GUCY2F	ENSG00000101890	GUCY2F	X	108616135	108725301	108619131	108719165	-
ENST00000218008	ATP1B4	ENSG00000101892	ATP1B4	X	119495967	119516226	119496024	119513486	+
ENST00000218032	TLR8	ENSG00000101916	TLR8	X	12924739	12941288	12924826	12940282	+
ENST00000218056	WDR13	ENSG00000101940	WDR13	X	48448430	48463581	48456385	48463417	+
ENST00000218068	PAGE4	ENSG00000101951	PAGE4	X	49593863	49598576	49595032	49598462	+
ENST00000218075	GLRA2	ENSG00000101958	GLRA2	X	14547420	14749934	14548180	14748604	+
ENST00000218089	STAG2	ENSG00000101972	STAG2	X	123094062	123556514	123156478	123234444	+
ENST00000218099	F9	ENSG00000101981	F9	X	138612917	138645617	138612924	138644227	+
ENST00000218104	ABCD1	ENSG00000101986	ABCD1	X	152990323	153010216	152990722	153009186	+
ENST00000218176	KCND1	ENSG00000102057	KCND1	X	48818639	48827976	48819845	48826678	-
ENST00000218197	SLC25A14	ENSG00000102078	SLC25A14	X	129473874	129507335	129474253	129506921	+
ENST00000218224	PQBP1	ENSG00000102103	PQBP1	X	48755195	48760420	48755793	48760358	+
ENST00000218230	PCSK1N	ENSG00000102109	PCSK1N	X	48689504	48694035	48689673	48693934	-
ENST00000218249	RAB40AL	ENSG00000102128	RAB40AL	X	102192200	102193228	102192247	102193080	+
ENST00000218316	GPR50	ENSG00000102195	GPR50	X	150345125	150349937	150345194	150349906	+
ENST00000218340	RP2	ENSG00000102218	RP2	X	46696375	46741793	46696536	46739201	+
ENST00000218343	PHF16	ENSG00000102221	JADE3	X	46771711	46920641	46844296	46918476	+
ENST00000218348	USP11	ENSG00000102226	USP11	X	47092089	47107727	47092314	47107326	+
ENST00000218388	TIMP1	ENSG00000102265	TIMP1	X	47441712	47446188	47442815	47446087	+
ENST00000218436	ITIH6	ENSG00000102313	ITIH6	X	54775332	54824673	54776331	54824643	-
ENST00000218516	GLA	ENSG00000102393	GLA	X	100652791	100662913	100652800	100662891	-
ENST00000218548	ATP12A	ENSG00000075673	ATP12A	13	25254549	25285921	25254882	25285657	+
