transcript	classification	median_mcr_mis_oe
ENST00000649934	P/LP	1.0278
ENST00000649934	B/LB	1.0278
ENST00000649973	B/LB	1.0748
ENST00000650064	P/LP	1
ENST00000650064	B/LB	1
ENST00000650070	B/LB	0.68702
ENST00000650182	B/LB	1.1715
ENST00000650372	P/LP	0.94138
ENST00000650372	B/LB	0.94138
ENST00000650450	P/LP	1.0592
ENST00000650450	B/LB	0.92601
ENST00000650617	P/LP	0.98959
ENST00000650617	B/LB	0.64124
ENST00000650645	B/LB	0.99001
ENST00000650847	B/LB	1.0424
ENST00000651323	P/LP	0.95589
ENST00000651323	B/LB	0.95589
ENST00000651351	P/LP	0.80282
ENST00000651351	B/LB	1.0588
ENST00000651502	P/LP	0.93666
ENST00000651502	B/LB	0.93666
ENST00000651561	P/LP	0.90954
ENST00000651561	B/LB	0.90954
ENST00000651570	P/LP	1.2099
ENST00000651570	B/LB	1.2099
ENST00000651619	P/LP	0.83849
ENST00000651655	B/LB	1.3978
ENST00000651691	P/LP	0.92198
ENST00000651691	B/LB	0.92198
ENST00000651892	P/LP	0.92197
ENST00000651892	B/LB	0.92197
ENST00000651943	P/LP	0.94607
ENST00000651943	B/LB	0.94607
ENST00000651965	B/LB	1.1077
ENST00000652027	P/LP	0.93586
ENST00000652027	B/LB	0.93586
ENST00000652225	P/LP	0.94745
ENST00000652225	B/LB	0.94745
ENST00000652326	P/LP	1.017
ENST00000652326	B/LB	1.017
ENST00000652337	P/LP	0.83078
ENST00000652337	B/LB	0.74612
ENST00000652462	P/LP	0.89329
ENST00000652462	B/LB	0.89329
ENST00000653738	B/LB	0.85508
ENST00000668164	P/LP	0.87714
ENST00000668164	B/LB	0.87714
ENST00000672073	B/LB	0.8708
ENST00000672341	P/LP	1.006
ENST00000672341	B/LB	1.006
ENST00000672715	P/LP	0.84504
ENST00000672715	B/LB	0.84504
ENST00000673822	B/LB	1.1333
ENST00000673835	P/LP	1.1763
ENST00000673835	B/LB	1.1763
ENST00000673920	P/LP	0.8086
ENST00000673920	B/LB	0.88043
ENST00000673929	B/LB	0.77478
ENST00000673944	P/LP	0.892
ENST00000673944	B/LB	0.892
ENST00000674199	P/LP	0.89864
ENST00000674199	B/LB	0.89864
ENST00000674202	P/LP	0.8919
ENST00000674202	B/LB	0.8919
ENST00000674294	P/LP	0.94056
ENST00000674294	B/LB	0.94056
ENST00000674313	P/LP	0.9304
ENST00000674313	B/LB	0.9304
ENST00000674351	P/LP	0.76106
ENST00000674351	B/LB	0.76106
ENST00000674895	P/LP	0.89945
ENST00000674895	B/LB	0.89945
ENST00000675286	P/LP	0.90514
ENST00000675286	B/LB	0.90514
ENST00000675505	P/LP	1.0315
ENST00000675505	B/LB	1.0547
ENST00000675561	B/LB	1.0304
ENST00000675855	P/LP	0.88204
ENST00000675855	B/LB	0.88204
ENST00000676104	P/LP	0.94975
ENST00000676104	B/LB	0.94975
ENST00000676153	B/LB	0.99772
ENST00000676185	P/LP	1.1027
ENST00000676185	B/LB	1.1027
ENST00000676266	P/LP	0.84988
ENST00000676266	B/LB	0.84988
ENST00000676972	P/LP	0.7815
ENST00000676972	B/LB	1.3488
ENST00000678616	P/LP	0.96223
ENST00000678616	B/LB	0.96223
ENST00000679041	B/LB	0.56194
ENST00000679737	P/LP	1.021
ENST00000679737	B/LB	1.021
ENST00000680020	P/LP	0.99825
ENST00000680020	B/LB	0.99825
ENST00000680073	B/LB	1.0249
ENST00000680220	P/LP	0.38309
ENST00000680254	B/LB	0.97404
ENST00000680298	P/LP	0.77812
ENST00000680298	B/LB	0.84035
ENST00000680361	P/LP	1.0112
ENST00000680361	B/LB	0.954335
ENST00000680821	B/LB	0.88852
ENST00000680850	B/LB	0.99771
ENST00000682305	P/LP	0.78526
ENST00000682305	B/LB	0.78526
ENST00000682413	P/LP	0.93776
ENST00000682413	B/LB	0.93776
ENST00000682832	B/LB	1.0151
ENST00000682850	P/LP	0.9429
ENST00000682850	B/LB	0.9429
ENST00000682961	B/LB	0.90428
ENST00000683103	B/LB	0.89559
ENST00000684293	P/LP	0.97746
ENST00000684293	B/LB	0.86117
ENST00000687138	B/LB	1.0226
ENST00000691414	P/LP	0.75187
ENST00000691414	B/LB	0.98037
ENST00000691995	P/LP	1.0143
ENST00000691995	B/LB	1.0143
ENST00000692032	P/LP	0.84432
ENST00000692032	B/LB	0.84432
ENST00000692078	P/LP	0.9157
ENST00000692078	B/LB	0.9157
ENST00000693202	B/LB	0.91635
