gene	gene_id	transcript	transcript_mis_oe	transcript_cds_length	n_mcrs	min_mcr_mis_oe	min_mcr_oe_cds_length	loeuf	loeuf_decile	genebayes_shet_decile	roulette_shet_decile	omim_disease_inheritance	ddg2p_monoallelic_strong_def
IMPG2	ENSG00000081148	ENST00000193391	0.97833	3723	1	0.9783129233	NA	0.9442193527	6	5	4	Other inheritance type	FALSE
SLC13A1	ENSG00000081800	ENST00000194130	1.0114	1785	1	1.011437886	NA	1.158505806	7	1	3	No OMIM disease association	FALSE
HSPB11	ENSG00000081870	ENST00000194214	0.83471	432	1	0.8346844412	NA	1.279577639	8	5	5	No OMIM disease association	FALSE
STRADB	ENSG00000082146	ENST00000194530	0.70258	1254	1	0.7025809518	NA	1.040344573	6	6	6	No OMIM disease association	FALSE
PLOD1	ENSG00000083444	ENST00000196061	0.93042	2181	1	0.9304190484	NA	0.8536373434	5	5	5	Autosomal recessive only	FALSE
OXCT1	ENSG00000083720	ENST00000196371	0.67212	1560	4	0.1367194176	71	0.5791948237	3	8	6	Autosomal recessive only	FALSE
ZNF324	ENSG00000083812	ENST00000196482	0.97276	1659	3	0.5688578227	540	0.6892940965	4	7	9	No OMIM disease association	FALSE
ZNF416	ENSG00000083817	ENST00000196489	0.94407	1782	1	0.9440691478	NA	0.8266983449	5	6	8	No OMIM disease association	FALSE
RPS5	ENSG00000083845	ENST00000196551	0.42475	612	6	0.1592356688	116	0.1465452466	1	10	10	No OMIM disease association	FALSE
FAM234B	ENSG00000084444	ENST00000197268	0.90556	1866	3	0.2335630036	45	0.6210449475	3	6	6	No OMIM disease association	FALSE
PILRA	ENSG00000085514	ENST00000198536	0.8293	909	1	0.8293020041	NA	1.448926365	9	2	3	No OMIM disease association	FALSE
RRN3	ENSG00000085721	ENST00000198767	0.91541	1953	4	0.5180353031	402	0.732200995	4	7	5	No OMIM disease association	FALSE
MOGAT2	ENSG00000166391	ENST00000198801	1.0063	1002	1	1.006347374	NA	1.204290773	8	2	6	No OMIM disease association	FALSE
AQP2	ENSG00000167580	ENST00000199280	0.89441	813	1	0.8944051518	NA	1.536285824	9	4	2	Other inheritance type	FALSE
DIMT1	ENSG00000086189	ENST00000199320	0.88493	939	1	0.8849327866	NA	1.223783813	8	4	3	No OMIM disease association	FALSE
EIF2AK1	ENSG00000086232	ENST00000199389	1.0538	1890	3	0.4175365344	94	0.6911742704	4	7	6	Autosomal dominant only	FALSE
NME8	ENSG00000086288	ENST00000199447	1.0389	1764	1	1.038885241	NA	1.128772895	7	1	1	Autosomal recessive only	FALSE
EPDR1	ENSG00000086289	ENST00000199448	1.2016	672	1	1.201625121	NA	1.601593477	9	3	6	No OMIM disease association	FALSE
MRPL28	ENSG00000086504	ENST00000199706	1.3202	768	1	1.320212701	NA	0.9083538213	5	1	2	No OMIM disease association	FALSE
HBQ1	ENSG00000086506	ENST00000199708	1.1409	426	1	1.140925417	NA	1.604275816	9	4	3	No OMIM disease association	FALSE
CEACAM6	ENSG00000086548	ENST00000199764	0.93928	1032	1	0.9392712551	NA	0.7567346749	4	4	5	No OMIM disease association	FALSE
RBM22	ENSG00000086589	ENST00000199814	0.49881	1260	7	0.1382688737	124	0.1034202551	1	10	10	No OMIM disease association	FALSE
HSD17B2	ENSG00000086696	ENST00000199936	1.3082	1161	1	1.308207777	NA	1.270596464	8	1	2	No OMIM disease association	FALSE
ZW10	ENSG00000086827	ENST00000200135	0.90681	2337	1	0.9068059197	NA	0.7583996266	4	6	6	No OMIM disease association	FALSE
ITGB4	ENSG00000132470	ENST00000200181	0.89447	5466	1	0.8944557877	NA	0.7085169069	4	6	5	Autosomal recessive only	FALSE
PPP1R15A	ENSG00000087074	ENST00000200453	1.0245	2022	1	1.024527277	NA	1.081426458	7	6	2	No OMIM disease association	FALSE
TRIP6	ENSG00000087077	ENST00000200457	1.0136	1428	1	1.01358604	NA	0.7048529394	4	4	5	No OMIM disease association	FALSE
ADAM11	ENSG00000073670	ENST00000200557	0.74174	2307	4	0.1458310547	61	0.4760935062	2	8	7	No OMIM disease association	FALSE
LAMP2	ENSG00000005893	ENST00000200639	0.90239	1230	1	0.9023953288	NA	0.7053895301	4	8	NA	Other inheritance type	TRUE
SLC22A4	ENSG00000197208	ENST00000200652	0.85285	1653	1	0.8528478514	NA	0.9281686403	6	3	3	Other inheritance type	FALSE
CETP	ENSG00000087237	ENST00000200676	1.0039	1479	1	1.003937008	NA	1.089543805	7	1	2	Autosomal dominant only	FALSE
MT3	ENSG00000087250	ENST00000200691	0.89424	204	1	0.8942410874	NA	1.588321525	9	5	5	No OMIM disease association	FALSE
TFAP2C	ENSG00000087510	ENST00000201031	0.78079	1350	5	0	44	0.2185024959	1	9	9	No OMIM disease association	FALSE
SULT2B1	ENSG00000088002	ENST00000201586	0.98815	1095	1	0.9881422925	NA	0.7394230606	4	6	6	Autosomal recessive only	FALSE
EPS8L1	ENSG00000131037	ENST00000201647	1.0953	2169	1	1.095378564	NA	1.000942205	6	2	3	No OMIM disease association	FALSE
REM1	ENSG00000088320	ENST00000201979	0.99503	894	1	0.9950370989	NA	0.8920148777	5	3	3	No OMIM disease association	FALSE
PDRG1	ENSG00000088356	ENST00000202017	1.1056	399	1	1.105559026	NA	1.426831867	9	6	4	No OMIM disease association	FALSE
PPP1R13B	ENSG00000088808	ENST00000202556	0.86803	3270	1	0.868058012	NA	0.4102622743	2	8	7	No OMIM disease association	FALSE
TGM6	ENSG00000166948	ENST00000202625	1.0295	2118	1	1.029524377	NA	1.026989286	6	2	2	Autosomal dominant only	FALSE
RALGAPA2	ENSG00000188559	ENST00000202677	0.95035	5619	1	0.9503514938	NA	0.7181159143	4	6	5	No OMIM disease association	FALSE
RPL6	ENSG00000089009	ENST00000202773	0.77562	864	1	0.7756310817	NA	0.3005458626	1	10	10	No OMIM disease association	FALSE
OAS1	ENSG00000089127	ENST00000202917	0.97584	1200	1	0.9758270235	NA	0.9527687622	6	1	3	Autosomal dominant only	FALSE
SIRT4	ENSG00000089163	ENST00000202967	0.8904	942	1	0.8904126483	NA	1.111437741	7	3	1	No OMIM disease association	FALSE
TRMT6	ENSG00000089195	ENST00000203001	0.9512	1491	1	0.9511993383	NA	0.7775317161	4	7	6	No OMIM disease association	FALSE
HAUS5	ENSG00000249115	ENST00000203166	0.89513	1899	1	0.895139116	NA	0.7822217665	4	5	5	No OMIM disease association	FALSE
UQCRC1	ENSG00000010256	ENST00000203407	0.94431	1440	1	0.9443016812	NA	0.6601456066	3	6	7	Autosomal dominant only	FALSE
GMIP	ENSG00000089639	ENST00000203556	0.84132	2910	3	0.5123057943	198	0.5672550767	3	7	6	No OMIM disease association	FALSE
LAG3	ENSG00000089692	ENST00000203629	0.99685	1575	1	0.9968497821	NA	0.6252762051	3	8	8	No OMIM disease association	FALSE
MLF2	ENSG00000089693	ENST00000203630	0.75612	744	1	0.7561226475	NA	0.6478533821	3	9	9	No OMIM disease association	FALSE
OTUB2	ENSG00000089723	ENST00000203664	0.94966	702	1	0.9496644295	NA	1.056736854	7	2	1	No OMIM disease association	FALSE
TFAP4	ENSG00000090447	ENST00000204517	0.82901	1014	6	0.2332331295	74	0.2480467648	1	10	10	No OMIM disease association	FALSE
PDCD7	ENSG00000090470	ENST00000204549	0.97166	1455	1	0.9716648058	NA	1.316062681	8	4	4	No OMIM disease association	FALSE
SPG21	ENSG00000090487	ENST00000204566	0.88438	924	1	0.8843916819	NA	1.048445788	7	6	3	Autosomal recessive only	FALSE
CHRD	ENSG00000090539	ENST00000204604	0.92142	2865	1	0.9214384936	NA	0.5979512224	3	7	6	No OMIM disease association	FALSE
GNPTG	ENSG00000090581	ENST00000204679	1.3347	915	1	1.33472722	NA	0.9552091789	6	1	2	No OMIM disease association	FALSE
EFNB1	ENSG00000090776	ENST00000204961	0.73237	1038	1	0.7323700954	NA	0.8766772463	5	10	NA	Other inheritance type	TRUE
NAT14	ENSG00000090971	ENST00000205194	1.1205	618	1	1.1204942	NA	1.399346031	9	5	NA	No OMIM disease association	FALSE
AASDH	ENSG00000157426	ENST00000205214	0.95009	3294	1	0.9500868741	NA	1.003818625	6	3	5	No OMIM disease association	FALSE
DLD	ENSG00000091140	ENST00000205402	0.88886	1527	1	0.8888669821	NA	0.8284160928	5	7	6	Autosomal recessive only	FALSE
ABCC6	ENSG00000091262	ENST00000205557	0.89925	4509	5	0	60	0.9745880677	6	1	3	Other inheritance type	FALSE
CMTM6	ENSG00000091317	ENST00000205636	0.89644	549	2	0.6937933621	424	0.7223826749	4	7	8	No OMIM disease association	FALSE
APOH	ENSG00000091583	ENST00000205948	0.98538	1035	3	0.2731280971	61	1.497108608	9	1	1	No OMIM disease association	FALSE
SPAG7	ENSG00000091640	ENST00000206020	0.94825	681	1	0.9482580911	NA	0.7824847099	4	7	6	No OMIM disease association	FALSE
ESR1	ENSG00000091831	ENST00000206249	0.74897	1785	6	0.2166847237	92	0.3437565765	1	9	9	Other inheritance type	FALSE
RGS17	ENSG00000091844	ENST00000206262	0.80908	630	2	0.3804493779	115	0.7712849378	4	7	8	No OMIM disease association	FALSE
TMEM101	ENSG00000091947	ENST00000206380	0.84609	771	2	0.7030623319	477	0.8178816079	5	5	5	No OMIM disease association	FALSE
CCDC80	ENSG00000091986	ENST00000206423	1.0053	2850	1	1.005339563	NA	0.7969358774	4	7	6	No OMIM disease association	FALSE
PSME1	ENSG00000092010	ENST00000206451	0.81492	747	1	0.8149239077	NA	0.5767210054	3	7	7	No OMIM disease association	FALSE
CEBPE	ENSG00000092067	ENST00000206513	1.0148	843	3	0.318078804	47	0.6843050146	4	6	6	Other inheritance type	FALSE
OSGEP	ENSG00000092094	ENST00000206542	0.90951	1005	1	0.9095012413	NA	1.13947155	7	6	5	Autosomal recessive only	FALSE
G2E3	ENSG00000092140	ENST00000206595	0.67249	2118	3	0.3212335368	155	0.5101210659	2	9	8	No OMIM disease association	FALSE
TGM1	ENSG00000092295	ENST00000206765	0.89089	2451	1	0.8908765653	NA	0.7560131464	4	4	4	Autosomal recessive only	FALSE
TEKT2	ENSG00000092850	ENST00000207457	0.94848	1290	1	0.9484775394	NA	0.9946973777	6	2	2	No OMIM disease association	FALSE
UNC13D	ENSG00000092929	ENST00000207549	0.95153	3270	3	0.3503138228	84	0.728828633	4	3	3	Autosomal recessive only	FALSE
XYLB	ENSG00000093217	ENST00000207870	1.0151	1608	1	1.015115918	NA	0.9690200235	6	1	2	No OMIM disease association	FALSE
ADH1A	ENSG00000187758	ENST00000209668	1.0093	1125	1	1.009318441	NA	1.101116239	7	1	2	No OMIM disease association	FALSE
KRT23	ENSG00000108244	ENST00000209718	0.9499	1266	1	0.949898967	NA	1.145740061	7	1	3	No OMIM disease association	FALSE
CDC6	ENSG00000094804	ENST00000209728	0.91286	1680	1	0.9128503599	NA	1.082034638	7	6	5	Autosomal recessive only	FALSE
AAAS	ENSG00000094914	ENST00000209873	0.95788	1638	1	0.9578850829	NA	1.01895968	6	3	2	Autosomal recessive only	FALSE
CBX5	ENSG00000094916	ENST00000209875	0.49078	573	3	0.3653032606	217	0.7284599961	4	10	10	No OMIM disease association	FALSE
KLHL20	ENSG00000076321	ENST00000209884	0.53992	1827	6	0.323454494	244	0.6475909383	3	8	6	No OMIM disease association	FALSE
FMO2	ENSG00000094963	ENST00000209929	0.9781	1605	1	0.9780994217	NA	1.102528034	7	1	4	No OMIM disease association	FALSE
DHPS	ENSG00000095059	ENST00000210060	1.0248	1107	1	1.024816638	NA	0.8314721969	5	5	6	Autosomal recessive only	FALSE
RAB26	ENSG00000167964	ENST00000210187	1.2895	768	1	1.289504863	NA	1.383847088	9	2	2	No OMIM disease association	FALSE
PSMD5	ENSG00000095261	ENST00000210313	0.95017	1512	1	0.9501619406	NA	0.9678418559	6	2	2	No OMIM disease association	FALSE
NANS	ENSG00000095380	ENST00000210444	0.85438	1077	1	0.8543857747	NA	1.254270384	8	NA	3	Autosomal recessive only	FALSE
TPSD1	ENSG00000095917	ENST00000211076	1.2953	726	1	1.295296839	NA	1.256370278	8	2	1	No OMIM disease association	FALSE
GSTA3	ENSG00000174156	ENST00000211122	1.2104	666	1	1.210350584	NA	0.8812210435	5	2	2	No OMIM disease association	FALSE
MAPK13	ENSG00000156711	ENST00000211287	0.97505	1095	1	0.9750514022	NA	0.8956899622	5	2	3	No OMIM disease association	FALSE
TMEM14A	ENSG00000096092	ENST00000211314	0.88585	297	1	0.8858267717	NA	1.559621331	9	5	6	No OMIM disease association	FALSE
PRRT1	ENSG00000204314	ENST00000211413	0.70866	918	4	0.1000900811	65	0.5971443116	3	8	7	No OMIM disease association	FALSE
VCL	ENSG00000035403	ENST00000211998	0.73443	3402	6	0.2753114461	74	0.5225438475	3	8	7	Other inheritance type	FALSE
SIRT1	ENSG00000096717	ENST00000212015	0.93149	2241	2	0.6995150772	892	0.3874706259	2	9	8	No OMIM disease association	FALSE
TGFBR3	ENSG00000069702	ENST00000212355	0.83115	2553	1	0.8311738171	NA	0.6580501657	3	8	6	No OMIM disease association	FALSE
TMED1	ENSG00000099203	ENST00000214869	1.02	681	1	1.020012912	NA	1.449876575	9	3	2	No OMIM disease association	FALSE
MZF1	ENSG00000099326	ENST00000215057	1.136	2202	1	1.136009353	NA	1.123795436	7	3	4	No OMIM disease association	FALSE
OCEL1	ENSG00000099330	ENST00000215061	1.1406	792	1	1.140554957	NA	0.9927788226	6	3	1	No OMIM disease association	FALSE
PSMD8	ENSG00000099341	ENST00000215071	0.99377	1050	2	0.7347218331	766	1.104246055	7	6	5	No OMIM disease association	FALSE
STX1B	ENSG00000099365	ENST00000215095	0.51669	864	1	0.5166879779	NA	0.2402448767	1	10	10	Autosomal dominant only	TRUE
BCL7C	ENSG00000099385	ENST00000215115	0.87781	651	1	0.8778101652	NA	0.649776216	3	8	8	No OMIM disease association	FALSE
EFNA2	ENSG00000099617	ENST00000215368	1.0237	639	1	1.023752407	NA	0.9088116369	5	6	NA	No OMIM disease association	FALSE
ATP5F1D	ENSG00000099624	ENST00000215375	1.1943	504	1	1.194345141	NA	1.40172628	9	5	NA	Autosomal recessive only	FALSE
FGF22	ENSG00000070388	ENST00000215530	1.1602	510	1	1.160237172	NA	1.380214518	9	1	5	No OMIM disease association	FALSE
SMIM24	ENSG00000095932	ENST00000215531	0.98429	390	1	0.9842904635	NA	1.001788657	6	3	NA	No OMIM disease association	FALSE
IGFALS	ENSG00000099769	ENST00000215539	1.1735	1815	1	1.173531907	NA	NA	NA	2	6	Autosomal recessive only	FALSE
MARCHF2	ENSG00000099785	ENST00000215555	0.89763	738	1	0.8976232368	NA	1.257006765	8	6	5	No OMIM disease association	FALSE
NDUFB7	ENSG00000099795	ENST00000215565	1.1232	411	1	1.123192122	NA	2.020771719	10	4	1	Autosomal recessive only	FALSE
TECR	ENSG00000099797	ENST00000215567	0.76666	924	1	0.7666682996	NA	0.4472519852	2	8	8	Autosomal recessive only	FALSE
TIMM13	ENSG00000099800	ENST00000215570	1.107	285	1	1.106927711	NA	0.8791274228	5	5	6	No OMIM disease association	FALSE
CDC34	ENSG00000099804	ENST00000215574	0.83703	708	1	0.8370202081	NA	0.6166878949	3	9	7	No OMIM disease association	FALSE
MISP	ENSG00000099812	ENST00000215582	1.1592	2037	1	1.159209513	NA	0.8773401817	5	1	1	No OMIM disease association	FALSE
GADD45B	ENSG00000099860	ENST00000215631	0.74805	480	1	0.7480605837	NA	0.756216548	4	8	6	No OMIM disease association	FALSE
MADCAM1	ENSG00000099866	ENST00000215637	0.94821	1146	2	0.4904151091	193	0.8894021533	5	2	NA	No OMIM disease association	FALSE
MAPK12	ENSG00000188130	ENST00000215659	1.1026	1101	1	1.102619218	NA	0.9921562972	6	1	5	No OMIM disease association	FALSE
SERPIND1	ENSG00000099937	ENST00000215727	0.99267	1497	1	0.9926608957	NA	1.264908743	8	4	NA	Autosomal dominant only	FALSE
SNAP29	ENSG00000099940	ENST00000215730	1.0936	774	1	1.093610698	NA	0.71942147	4	4	NA	Autosomal recessive only	FALSE
THAP7	ENSG00000184436	ENST00000215742	1.0763	927	1	1.076276276	NA	1.044150294	7	6	NA	No OMIM disease association	FALSE
MMP11	ENSG00000099953	ENST00000215743	0.92969	1464	1	0.9296920395	NA	0.7435728353	4	4	3	No OMIM disease association	FALSE
MIF	ENSG00000240972	ENST00000215754	1.3852	345	1	1.385192354	NA	1.79399339	9	4	1	Other inheritance type	FALSE
DDTL	ENSG00000099974	ENST00000215770	1.1044	402	1	1.104384817	NA	NA	NA	4	9	No OMIM disease association	FALSE
OSM	ENSG00000099985	ENST00000215781	0.96161	756	1	0.9615955363	NA	0.5998349002	3	6	9	No OMIM disease association	FALSE
TBC1D10A	ENSG00000099992	ENST00000215790	0.87518	1524	3	0.6527164523	455	0.5790458525	3	6	6	No OMIM disease association	FALSE
SF3A1	ENSG00000099995	ENST00000215793	0.59097	2379	9	0.165175499	87	0.230853346	1	9	9	No OMIM disease association	FALSE
USP18	ENSG00000184979	ENST00000215794	0.65308	1116	5	0	49	0.5566566589	3	5	4	Autosomal recessive only	FALSE
SEC14L3	ENSG00000100012	ENST00000215812	0.9479	1200	1	0.9478950866	NA	1.270791113	8	1	1	No OMIM disease association	FALSE
MAPK1	ENSG00000100030	ENST00000215832	0.42703	1080	7	0	46	0.4452992122	2	10	10	Autosomal dominant only	FALSE
TCN2	ENSG00000185339	ENST00000215838	1.2393	1281	1	1.239331673	NA	1.008516563	6	2	5	Autosomal recessive only	FALSE
CRYBB3	ENSG00000100053	ENST00000215855	0.99516	633	1	0.9951586875	NA	1.649729928	9	3	2	Other inheritance type	FALSE
SLC25A1	ENSG00000100075	ENST00000215882	0.88597	933	1	0.8859721083	NA	0.7326363879	4	7	7	Autosomal recessive only	FALSE
PLA2G3	ENSG00000100078	ENST00000215885	1.0225	1527	1	1.022473268	NA	0.9311476009	6	1	2	No OMIM disease association	FALSE
LGALS2	ENSG00000100079	ENST00000215886	1.0209	396	1	1.020907201	NA	1.721619512	9	3	6	Other inheritance type	FALSE
ASPHD2	ENSG00000128203	ENST00000215906	0.74257	1107	3	0.3416000547	76	0.4355122258	2	7	7	No OMIM disease association	FALSE
LGALS1	ENSG00000100097	ENST00000215909	0.93707	405	1	0.9370521442	NA	0.98263568	6	4	2	No OMIM disease association	FALSE
PIK3IP1	ENSG00000100100	ENST00000215912	0.96176	789	3	0.270533492	35	1.521474625	9	5	6	No OMIM disease association	FALSE
SRRD	ENSG00000100104	ENST00000215917	0.9944	1017	1	0.9943930608	NA	1.333078799	8	1	2	No OMIM disease association	FALSE
ANKRD54	ENSG00000100124	ENST00000215941	0.90506	900	2	0.4443654461	57	0.9207071926	5	7	6	No OMIM disease association	FALSE
MICALL1	ENSG00000100139	ENST00000215957	0.92538	2589	1	0.9253472222	NA	0.8646781331	5	6	5	No OMIM disease association	FALSE
CENPM	ENSG00000100162	ENST00000215980	1.0462	540	1	1.046180784	NA	1.059043815	7	1	5	No OMIM disease association	FALSE
KDELR3	ENSG00000100196	ENST00000216014	1.1512	642	1	1.151165107	NA	1.696576244	9	1	1	No OMIM disease association	FALSE
DMC1	ENSG00000100206	ENST00000216024	0.70204	1020	1	0.7020466445	NA	0.9579950482	6	6	6	Other inheritance type	FALSE
HSCB	ENSG00000100209	ENST00000216027	1.031	705	1	1.030963621	NA	1.240559443	8	3	4	Autosomal recessive only	FALSE
CBY1	ENSG00000100211	ENST00000216029	0.93483	378	1	0.9348124143	NA	1.238363298	8	6	7	No OMIM disease association	FALSE
TOMM22	ENSG00000100216	ENST00000216034	0.88561	426	3	0.4258943782	112	0.4941942522	2	9	9	No OMIM disease association	FALSE
RSPH14	ENSG00000100218	ENST00000216036	0.98204	1044	1	0.9820432624	NA	1.149469206	7	2	3	No OMIM disease association	FALSE
RTCB	ENSG00000100220	ENST00000216038	0.81841	1515	3	0.6507592191	521	0.8255050288	5	7	6	No OMIM disease association	FALSE
GTPBP1	ENSG00000100226	ENST00000216044	0.69771	2007	4	0.4054738976	499	0.4377480597	2	7	8	No OMIM disease association	FALSE
DNAL4	ENSG00000100246	ENST00000216068	0.92666	315	1	0.9266632882	NA	1.185738787	8	5	4	Autosomal recessive only	FALSE
C22orf31	ENSG00000100249	ENST00000216071	0.97913	870	1	0.9791216703	NA	1.293553652	8	2	5	No OMIM disease association	FALSE
MIOX	ENSG00000100253	ENST00000216075	1.036	855	1	1.035984054	NA	1.16467128	7	1	2	No OMIM disease association	FALSE
RHBDD3	ENSG00000100263	ENST00000216085	0.97844	1158	1	0.978441801	NA	1.152831417	7	1	1	No OMIM disease association	FALSE
APOBEC3D	ENSG00000243811	ENST00000216099	1.0014	1158	1	1.001413285	NA	1.039849352	6	3	2	No OMIM disease association	FALSE
RASL10A	ENSG00000100276	ENST00000216101	0.98926	609	1	0.9892694873	NA	0.9616511706	6	6	7	No OMIM disease association	FALSE
HMGXB4	ENSG00000100281	ENST00000216106	0.8905	1803	2	0.6604962413	586	0.6433732009	3	9	9	No OMIM disease association	FALSE
BIK	ENSG00000100290	ENST00000216115	1.034	480	1	1.034001828	NA	1.429116733	9	3	3	No OMIM disease association	FALSE
HMOX1	ENSG00000100292	ENST00000216117	1.0034	864	1	1.003441885	NA	1.236802108	8	5	3	Other inheritance type	FALSE
NIPSNAP1	ENSG00000184117	ENST00000216121	0.81448	852	4	0.2669086639	46	0.7622412736	4	8	8	No OMIM disease association	FALSE
MCM5	ENSG00000100297	ENST00000216122	0.86824	2202	3	0.1161372743	44	0.7214776792	4	8	7	Autosomal recessive only	FALSE
ARSA	ENSG00000100299	ENST00000216124	0.99817	1527	1	0.9981639612	NA	0.8858431367	5	2	3	Autosomal recessive only	FALSE
RASD2	ENSG00000100302	ENST00000216127	0.7158	798	1	0.7157971734	NA	1.13811343	7	8	9	No OMIM disease association	FALSE
TTLL12	ENSG00000100304	ENST00000216129	1.0816	1932	1	1.081557711	NA	0.9744621553	6	2	4	No OMIM disease association	FALSE
CBX7	ENSG00000100307	ENST00000216133	0.76434	753	2	0.421562472	246	0.5533893651	3	9	9	No OMIM disease association	FALSE
ACR	ENSG00000100312	ENST00000216139	0.8377	1263	2	0.4882072692	126	0.7643166168	4	5	6	Other inheritance type	FALSE
CABP7	ENSG00000100314	ENST00000216144	0.83883	645	1	0.8388296973	NA	0.7230103017	4	6	6	No OMIM disease association	FALSE
RPL3	ENSG00000100316	ENST00000216146	0.72649	1209	5	0.1562805235	53	0.06822345834	1	10	10	No OMIM disease association	FALSE
TAB1	ENSG00000100324	ENST00000216160	0.89135	1512	1	0.8913543024	NA	0.7404320519	4	6	4	No OMIM disease association	FALSE
PNPLA5	ENSG00000100341	ENST00000216177	1.0692	1287	1	1.069148936	NA	1.021777275	6	1	NA	No OMIM disease association	FALSE
PNPLA3	ENSG00000100344	ENST00000216180	1.0412	1443	1	1.041230809	NA	1.088403655	7	1	4	No OMIM disease association	FALSE
MYH9	ENSG00000100345	ENST00000216181	0.69466	5880	11	0.04309973278	55	0.1392289686	1	10	10	Autosomal dominant only	TRUE
TXN2	ENSG00000100348	ENST00000216185	0.83292	498	1	0.8329321136	NA	1.520166717	9	6	4	Autosomal recessive only	FALSE
EIF3D	ENSG00000100353	ENST00000216190	0.55651	1644	1	0.5565050354	NA	0.2388103561	1	10	10	No OMIM disease association	FALSE
UPK3A	ENSG00000100373	ENST00000216211	1.0056	861	1	1.005598739	NA	1.355349566	8	1	1	No OMIM disease association	FALSE
